age,years_licensed,vehicle_age,vehicle_type,annual_mileage,prior_claims,avg_speed_mph,hard_braking_per_trip,sharp_cornering_per_trip,night_driving_pct,highway_pct,trips_per_week,phone_use_per_trip,speeding_pct,annual_premium
42,27,8,Sedan,15682,0,50.5,0.3,0.09,20.8,75.4,17.2,0.12,9.8,1110.01
35,19,1,Sedan,16271,0,47.5,2.83,1.22,58.2,57.4,25.4,0.02,17.0,1634.21
36,18,16,SUV,7413,1,51.4,0.27,1.23,29.7,31.6,13.8,0.03,24.5,1606.51
53,37,4,Truck,5876,0,39.6,1.64,0.24,10.7,65.6,32.6,0.08,8.3,1127.84
27,8,10,Sedan,9092,0,51.5,0.81,1.46,9.1,42.4,29.6,0.02,19.8,1371.68
50,31,18,SUV,16181,1,28.4,5.17,1.47,20.1,69.7,12.3,0.28,20.2,1795.06
72,54,6,SUV,16860,0,85.6,0.1,0.52,22.7,41.5,23.2,0.03,4.9,1487.36
67,52,1,Sports,8301,0,48.5,2.66,0.79,24.9,54.7,28.0,0.94,32.6,1974.71
22,6,15,Sedan,13229,1,53.8,1.01,2.15,15.4,64.8,14.0,0.62,15.0,1703.17
64,48,11,Sedan,19338,1,31.6,0.01,0.89,14.7,41.5,12.4,0.77,21.2,1430.0
66,48,14,SUV,13661,0,36.7,0.46,1.16,25.0,62.8,17.3,0.48,12.6,1180.11
52,34,0,Truck,17686,1,27.4,0.79,0.64,15.3,68.2,46.5,0.55,30.8,1975.9
61,42,12,Sedan,15995,0,62.5,0.57,0.19,39.0,49.7,33.8,0.06,21.0,1427.91
51,34,5,SUV,8359,1,31.7,0.68,7.5,20.2,35.1,20.1,0.03,2.7,1597.04
50,32,12,Sedan,11240,0,42.7,3.73,0.91,15.2,72.2,14.4,2.26,34.2,1430.25
72,55,17,Sedan,12139,0,43.3,0.67,0.49,28.8,54.8,18.4,0.23,53.7,1141.47
38,20,2,SUV,12417,0,50.7,0.81,1.5,16.0,58.8,37.2,0.03,9.8,1510.2
34,19,0,Sedan,15665,1,29.5,2.15,1.16,30.8,12.6,41.3,0.09,17.0,1826.9
39,24,14,Sports,13635,0,55.3,2.37,0.32,23.7,38.8,18.5,1.04,13.2,1997.25
65,46,12,SUV,1000,0,59.9,0.13,2.51,34.7,31.8,27.5,0.12,2.1,972.82
54,35,4,SUV,6749,0,37.1,1.83,0.09,36.0,49.2,22.9,0.31,16.7,1396.97
32,15,12,SUV,3250,2,44.6,0.99,1.12,37.4,57.1,35.2,0.55,8.3,1737.07
52,34,4,SUV,12701,0,52.5,0.22,0.78,16.4,53.2,16.2,1.69,34.4,1349.88
45,29,18,Sedan,12962,1,48.1,0.46,0.46,37.7,48.1,32.8,0.01,23.5,1390.9
24,5,17,Sports,13133,0,33.0,0.07,2.1,22.0,72.8,14.3,0.33,9.9,1677.61
49,33,9,Hatchback,8164,0,53.4,0.67,1.28,40.3,45.2,32.6,2.76,13.3,1317.53
28,12,7,Sedan,14697,0,63.2,0.44,1.71,46.6,19.7,18.2,0.06,42.6,1795.44
27,9,14,Sedan,14865,1,63.1,0.72,0.64,58.8,57.6,22.5,0.07,1.0,1714.37
26,9,19,Sedan,6979,1,51.9,1.3,3.43,16.8,38.1,19.8,0.05,48.2,1833.35
31,13,3,Truck,6136,0,54.2,1.98,0.51,22.8,60.7,40.7,0.35,40.0,1811.05
30,11,1,Truck,11999,2,40.3,1.39,0.91,18.5,65.5,33.0,0.21,28.3,2580.12
74,55,5,Sports,19167,0,34.0,1.7,3.26,21.7,86.2,21.7,0.63,4.1,1907.63
42,24,2,Truck,18799,1,44.2,3.01,0.1,13.1,64.3,18.4,0.42,47.5,2199.91
19,1,6,SUV,14254,0,72.2,3.11,0.14,29.3,28.0,35.5,0.43,12.8,2193.64
52,34,9,SUV,9080,0,38.6,2.96,6.18,42.0,26.7,2.0,0.36,18.3,1892.69
24,5,5,Truck,15547,0,50.2,0.25,4.26,51.8,37.3,28.8,2.42,2.7,2064.75
38,21,15,SUV,10190,0,49.5,0.43,1.77,16.4,29.8,17.3,0.39,12.5,1472.3
35,17,1,SUV,8930,0,40.5,1.05,0.79,18.5,69.3,43.0,0.04,13.6,1584.58
20,1,16,SUV,3424,0,62.8,0.67,0.85,37.7,52.8,46.8,0.19,33.3,1622.06
59,43,12,SUV,12410,0,64.1,0.21,0.36,23.1,60.1,25.2,0.76,16.7,1260.7
71,55,0,SUV,9481,0,77.0,0.51,0.68,23.5,49.9,22.1,0.5,12.4,1310.65
56,37,5,SUV,12386,0,35.4,5.56,0.68,36.8,69.9,25.5,0.58,28.7,1904.54
58,43,4,Truck,2803,0,49.9,0.64,0.04,13.9,53.9,20.0,1.27,53.7,1375.68
66,48,12,SUV,12679,0,46.1,0.81,0.72,14.6,64.3,18.6,0.29,18.3,1082.14
28,10,17,SUV,2276,0,36.8,0.01,0.78,22.4,69.5,26.9,0.01,3.6,750.03
56,37,11,Truck,16352,1,37.0,1.91,1.32,44.1,66.4,30.0,2.31,8.3,2102.16
41,26,6,SUV,14088,0,47.0,0.8,0.87,25.7,23.8,26.1,0.3,28.5,1627.8
63,45,14,Sedan,10885,1,39.4,0.16,2.37,47.0,47.6,27.3,0.05,20.1,1462.97
36,20,2,Sedan,14251,1,33.2,5.19,0.55,20.6,25.8,19.9,0.4,16.0,1864.0
21,4,15,SUV,8088,1,46.5,2.25,0.63,17.1,18.1,17.5,0.45,1.8,1895.4
43,26,0,SUV,12290,0,31.7,1.94,1.02,61.0,71.4,17.5,0.42,11.4,1383.46
55,37,15,Hatchback,15179,0,39.4,4.75,0.27,3.1,72.2,31.2,1.68,11.4,1330.03
59,44,11,SUV,1000,0,49.3,0.79,0.6,42.3,59.8,25.6,0.19,18.4,1052.47
49,31,18,SUV,10211,1,43.4,1.9,1.39,27.9,46.9,26.6,0.02,3.0,1354.13
56,41,7,Sedan,11909,0,41.9,0.35,0.64,15.9,30.5,27.7,1.26,7.0,1175.58
62,46,11,Sedan,11215,0,66.7,1.79,2.85,15.1,41.2,24.5,0.11,19.4,1287.13
63,48,14,Truck,17828,1,61.8,0.02,1.15,34.4,79.9,25.9,0.69,59.4,2002.59
53,35,1,Sedan,7504,0,46.0,0.2,0.2,83.0,15.7,35.4,0.11,6.6,1201.29
57,41,16,SUV,9515,0,32.8,0.83,0.8,29.4,20.9,31.2,0.88,23.0,1327.62
54,35,6,Truck,4337,0,54.7,0.02,1.74,19.7,27.8,23.6,1.18,18.0,1423.27
50,33,12,SUV,18041,0,75.3,0.93,1.24,13.1,47.6,21.2,0.06,3.8,1647.8
53,35,0,Sports,11015,0,61.4,1.11,2.6,18.6,63.4,33.2,0.08,5.0,1653.45
20,2,5,SUV,10246,0,29.4,1.46,1.66,23.4,67.3,27.7,1.3,28.7,1695.46
26,8,12,Sedan,11790,2,42.6,0.16,0.08,19.2,61.4,22.5,0.74,19.3,1581.74
25,9,10,Sports,14545,0,36.2,0.3,0.14,52.7,78.5,14.7,0.02,36.9,2136.4
50,31,9,Sports,13389,1,33.9,1.43,1.26,26.5,63.9,38.6,0.1,24.7,1967.63
23,8,15,Sedan,22592,0,58.6,1.61,0.33,25.1,72.9,16.0,0.27,10.3,1709.11
58,39,19,Sedan,13816,1,58.4,0.04,1.06,33.6,34.6,27.3,1.0,18.9,1565.19
56,40,16,Sedan,10139,0,66.3,1.17,1.89,3.8,27.4,39.6,0.08,3.8,1026.42
21,3,16,Sedan,9755,0,53.1,2.31,1.03,62.3,41.0,22.3,0.64,20.1,1760.98
30,13,3,Hatchback,10429,0,44.5,0.11,0.64,52.4,78.4,24.6,0.04,37.6,1241.65
66,48,4,SUV,5993,0,47.3,0.8,1.25,4.6,54.2,31.8,0.31,43.6,1067.34
19,4,13,SUV,12159,0,34.1,0.59,0.19,33.6,64.1,15.5,0.65,0.3,1646.41
22,5,19,Sports,15134,0,61.4,3.67,1.54,38.7,61.8,11.6,0.03,12.8,2272.95
61,43,9,SUV,9547,1,36.1,0.31,1.43,33.4,60.6,22.1,0.11,14.9,1350.06
44,27,13,Sedan,8770,0,40.1,0.57,0.87,23.8,52.4,25.6,0.78,49.7,1491.64
49,30,0,Hatchback,18064,0,41.4,3.43,0.39,5.1,37.4,25.6,0.09,59.7,1479.28
38,22,10,Sports,6294,0,20.0,0.6,1.92,20.6,52.0,36.3,0.55,21.1,1421.69
25,7,17,Sports,3729,0,55.4,1.14,0.86,27.7,59.6,17.4,0.51,8.7,1768.12
55,40,15,SUV,7388,0,33.6,0.05,0.07,18.6,38.0,23.9,0.37,12.3,992.65
25,6,17,Truck,5838,0,53.3,6.29,3.01,21.0,31.5,37.1,0.11,18.0,1798.23
67,49,7,Sedan,13545,0,39.6,2.61,1.75,22.6,21.2,22.8,0.27,15.7,1189.45
20,1,9,SUV,10557,0,39.5,1.51,1.05,51.1,61.4,40.9,0.49,3.3,1653.23
71,55,9,Hatchback,11121,0,31.7,0.09,0.69,22.5,28.4,23.1,1.07,18.9,970.1
61,43,4,Sedan,16612,0,61.7,0.12,3.86,10.3,36.8,19.4,0.8,45.9,1650.46
20,5,9,Truck,9235,0,64.3,1.18,1.79,49.7,79.6,24.7,0.47,14.9,1998.67
39,22,17,SUV,15100,2,57.0,0.5,0.92,18.1,10.4,27.1,0.13,11.7,1950.93
23,8,5,Sedan,18045,1,48.2,1.46,1.27,63.8,20.8,21.7,0.12,5.0,1871.17
19,2,2,Truck,10177,1,46.6,1.37,0.4,58.7,42.4,28.2,0.84,30.4,2566.49
40,22,7,Sedan,14948,0,58.0,2.74,0.26,43.6,83.1,23.8,0.55,56.3,1839.69
61,44,8,SUV,11033,1,43.5,0.5,0.38,27.4,81.9,35.2,0.22,4.5,1472.01
19,1,4,Sedan,15696,0,60.8,1.29,0.42,36.2,35.3,29.1,1.78,11.7,1893.44
55,37,1,Hatchback,5714,0,33.4,2.25,1.62,21.6,42.2,25.1,1.1,11.6,851.26
34,18,1,Sedan,5418,0,56.8,1.01,0.18,43.3,27.2,22.5,0.56,17.3,1478.83
52,34,6,Sedan,10435,0,60.4,2.66,1.8,16.5,41.1,31.4,0.23,19.4,1382.08
51,34,16,Sedan,8444,0,31.8,0.21,0.89,37.0,61.5,25.2,0.18,17.8,1053.42
40,24,9,Hatchback,9933,0,34.9,1.99,0.58,63.3,57.7,21.4,1.4,2.5,1187.74
47,31,11,Truck,11122,1,44.5,4.3,0.43,38.4,30.7,19.2,0.29,17.1,2038.7
69,51,1,Truck,14880,1,50.1,0.6,0.86,34.1,58.8,30.6,0.8,21.6,1788.42
25,10,9,SUV,10369,0,37.6,0.68,0.46,32.7,85.2,21.2,1.4,56.8,1773.18
39,24,19,SUV,8705,0,46.1,0.13,0.67,18.7,30.3,22.6,0.34,18.2,1263.43
61,45,0,Sedan,10594,0,20.2,1.54,1.61,32.8,41.5,29.4,0.53,41.7,1401.56
53,35,3,SUV,8923,1,54.2,1.21,1.18,24.6,61.4,33.6,0.05,19.1,1666.47
22,7,12,Sedan,8264,1,54.7,0.06,1.65,9.3,40.3,29.8,0.53,35.0,1769.54
30,12,11,Hatchback,5548,1,63.3,2.09,1.5,40.6,80.8,31.8,0.12,12.5,1428.76
46,28,10,Truck,12278,1,51.9,2.65,2.03,65.5,50.0,30.7,0.56,17.4,2081.95
48,32,9,SUV,9725,0,40.6,3.56,0.27,39.9,45.2,25.1,0.05,7.5,1338.94
64,48,14,Sedan,15865,0,32.8,1.18,6.39,13.8,25.7,28.2,0.34,12.2,1327.33
74,55,4,Truck,6210,1,35.2,0.9,0.77,12.8,40.8,39.6,0.37,16.5,1423.91
72,55,16,Sedan,9832,1,43.9,3.13,1.52,60.1,67.1,23.4,0.33,31.9,1803.88
33,18,4,Sedan,19252,1,34.8,0.76,1.36,66.8,39.0,16.3,0.71,8.8,1886.83
59,44,1,Sedan,8242,0,35.8,1.6,1.0,40.9,25.2,4.8,0.7,21.5,1268.01
47,30,8,SUV,11054,0,44.5,1.43,6.57,24.5,33.2,40.5,0.61,9.8,1624.6
74,55,5,Truck,7137,2,25.7,0.7,0.29,3.4,43.8,40.8,0.5,10.0,1401.38
72,55,17,Sedan,6606,0,33.1,0.14,0.66,17.3,40.2,17.1,1.17,28.1,883.92
33,18,13,Sedan,18189,0,47.6,0.03,0.16,38.0,62.8,35.3,0.43,51.9,1775.18
29,10,18,SUV,12684,1,48.2,0.84,0.24,8.9,74.1,33.3,0.21,13.3,1562.07
34,19,13,Truck,12535,1,55.4,0.98,1.5,21.2,35.7,30.1,0.03,3.8,1933.74
33,15,7,Sedan,5215,0,46.9,2.59,0.01,17.9,60.7,29.0,0.38,12.8,1101.49
29,11,16,Sedan,13435,1,45.4,0.8,2.65,28.4,20.9,19.0,0.13,22.1,1665.48
25,9,2,Hatchback,16630,0,52.6,0.5,1.2,35.2,35.5,26.0,0.24,15.3,1449.95
37,20,9,Hatchback,16598,1,47.3,0.93,0.7,16.5,78.2,27.8,0.03,14.7,1055.1
20,4,16,Hatchback,14673,1,33.3,0.41,0.48,27.8,72.9,25.6,0.51,23.6,1366.01
33,18,10,Sports,7482,0,35.4,0.14,0.16,6.8,50.8,24.6,1.09,16.3,1416.57
47,28,7,Sedan,13252,0,65.1,0.18,3.05,31.7,68.9,35.4,0.2,17.8,1484.55
62,46,0,Sedan,14670,0,83.6,0.58,1.5,36.1,54.0,33.1,0.82,16.7,1604.5
40,23,12,Sedan,4822,0,53.8,0.02,0.49,48.0,44.3,32.0,0.07,8.5,1202.08
45,29,3,Sedan,7515,0,32.9,0.37,0.09,10.5,48.3,32.5,0.64,57.0,1196.83
68,50,6,Hatchback,15553,1,67.8,2.32,0.47,14.5,11.9,26.8,0.04,32.3,1420.99
57,42,13,Truck,15504,0,39.8,0.4,0.24,50.2,63.5,34.3,0.15,24.3,1577.83
71,55,4,Truck,5806,0,50.1,0.18,1.85,10.8,57.7,15.4,0.22,25.3,1263.19
22,7,10,Sedan,15180,0,44.8,4.47,1.53,48.3,46.9,25.6,0.09,9.6,1894.65
37,22,16,Hatchback,12381,0,47.2,1.46,0.83,17.7,59.9,30.7,0.1,9.9,1130.65
57,42,4,Sports,15124,1,39.7,0.09,2.6,21.0,37.6,29.3,0.6,18.3,1859.43
73,55,19,Sedan,9462,0,60.6,0.1,0.24,19.8,65.4,28.0,0.05,33.8,1163.57
61,42,2,Sports,14581,0,42.8,1.42,0.72,47.1,24.0,32.4,1.36,5.8,1877.18
18,1,4,Sedan,15375,0,52.4,1.17,1.49,29.0,44.3,36.5,0.73,15.5,2002.9
74,55,14,Sedan,10595,0,52.1,0.11,0.08,46.4,21.7,16.5,0.22,12.1,1041.58
47,30,18,Truck,12071,1,43.7,0.38,0.56,35.6,58.0,27.4,0.5,18.6,1572.89
38,23,15,Truck,9406,0,26.9,3.97,1.02,7.4,69.7,19.2,0.64,12.7,1278.23
37,21,7,Sedan,18607,0,35.1,1.27,0.55,17.9,17.0,33.6,0.45,15.9,1484.86
23,8,12,Sedan,11519,0,53.5,0.87,0.79,25.3,71.7,30.8,0.48,30.7,1444.97
39,21,15,Hatchback,8312,0,48.7,0.43,1.12,13.5,51.4,17.2,1.24,40.8,1114.9
35,16,2,Truck,9137,0,35.2,0.22,0.55,37.3,47.8,24.9,1.06,15.0,1510.78
25,9,0,Truck,12507,0,45.5,0.77,0.13,28.2,55.2,13.0,1.23,47.9,1777.8
56,40,8,Sedan,15013,0,47.5,3.83,0.18,18.3,69.9,32.6,1.08,5.2,1248.8
49,31,8,Sedan,6657,0,52.0,0.07,0.9,20.3,38.3,20.7,0.58,32.1,1017.65
50,35,16,Sedan,19391,0,66.8,7.06,0.23,42.5,71.9,16.0,0.34,21.0,1660.78
70,51,1,Sedan,13235,0,20.0,0.35,2.65,46.2,60.1,22.2,0.33,36.4,1231.77
33,17,8,Sedan,13866,1,59.5,0.79,2.16,30.5,55.5,29.7,0.74,11.3,1880.54
29,10,18,Sedan,11611,1,47.6,0.07,0.52,57.4,36.5,27.3,1.29,5.5,1434.63
55,39,12,SUV,12077,0,32.6,1.32,2.13,16.1,79.8,21.1,0.05,22.0,1253.28
69,54,4,Sedan,11407,0,47.0,0.99,0.91,62.0,41.9,24.2,1.05,21.2,1426.03
51,35,8,Sports,16071,1,62.4,1.65,0.21,25.8,28.9,22.7,0.95,29.7,2311.58
31,15,12,Sedan,11968,0,65.9,1.17,1.14,27.2,49.0,17.5,0.05,38.1,1676.92
53,36,0,SUV,15068,0,32.7,0.76,1.37,45.8,71.1,10.1,0.53,8.3,1386.79
50,35,14,Sedan,10265,0,34.8,2.01,0.11,5.2,38.7,24.9,1.79,37.7,1345.56
40,22,3,SUV,12783,0,29.5,0.04,0.45,35.8,61.0,29.7,0.95,12.1,1442.53
67,49,3,Sedan,8784,0,47.8,1.17,0.01,39.0,39.1,24.9,0.03,5.7,998.27
62,47,19,Hatchback,16866,0,48.4,0.18,0.46,31.0,70.5,41.4,1.3,16.2,1158.56
19,1,9,Truck,8665,0,56.8,0.86,0.49,6.4,59.7,20.2,0.1,39.2,1769.32
58,43,5,SUV,10700,0,50.3,2.35,1.19,41.9,43.3,24.7,0.04,39.4,1563.01
38,20,11,Sedan,10740,0,55.7,0.23,0.27,13.5,43.4,28.9,0.13,36.1,1228.29
19,2,19,SUV,10584,0,28.4,4.12,0.04,27.1,48.6,28.5,0.33,17.8,1660.14
44,26,15,Truck,14890,0,66.0,3.29,0.46,11.1,46.7,23.0,0.84,23.3,1774.18
74,55,2,Sedan,10733,0,60.6,0.8,2.1,62.2,37.5,24.6,0.16,27.2,1667.32
26,11,13,SUV,17576,0,38.6,0.01,0.61,24.9,12.2,24.3,0.25,10.2,1531.83
18,0,0,Sports,8726,0,35.6,2.34,0.64,56.4,53.7,30.5,0.08,14.0,2477.05
28,9,9,Truck,12678,0,54.0,3.19,0.76,44.1,47.9,19.4,0.17,14.6,1823.79
20,5,14,Sports,8897,0,26.3,0.29,1.67,17.5,71.0,5.5,1.16,6.7,1600.39
69,52,6,Sports,13684,0,36.2,3.72,0.78,56.6,53.7,22.3,0.57,4.5,1949.4
40,22,3,Hatchback,11936,0,32.7,3.68,0.11,19.5,45.2,38.5,0.56,15.4,1336.54
43,26,13,SUV,11380,0,43.8,0.96,0.28,14.7,45.5,31.4,0.14,3.1,1134.58
21,2,15,SUV,16754,0,39.7,2.4,0.25,2.0,34.0,12.5,0.08,44.4,1971.48
35,20,13,Truck,9383,0,35.6,0.88,0.85,55.8,93.5,30.4,1.09,12.2,1687.34
72,55,2,Truck,14346,1,34.4,1.25,0.04,1.7,84.5,26.7,1.44,6.0,1319.44
23,6,16,Hatchback,8924,0,37.3,0.58,0.4,22.8,75.3,22.0,0.03,17.6,1182.28
52,35,13,Sedan,12451,0,30.7,0.26,1.12,51.0,46.6,16.4,0.38,3.9,957.04
39,21,17,SUV,7218,0,51.5,2.06,0.53,24.9,45.5,18.5,0.29,18.4,1121.29
60,44,2,Sedan,9350,2,58.5,0.0,1.48,21.7,35.4,20.5,0.67,43.4,1568.61
32,16,18,Sedan,11671,1,49.8,1.3,0.6,13.0,42.3,39.7,0.18,14.2,1432.9
39,21,2,Sedan,19259,0,61.6,3.0,4.65,19.5,39.8,30.1,0.48,13.9,1991.91
54,38,11,Truck,12403,1,34.9,0.38,4.04,33.0,40.5,19.3,0.04,27.3,1701.41
69,50,4,Sedan,18619,1,36.0,0.61,1.93,9.2,18.7,20.7,0.87,28.3,1483.1
59,43,9,Truck,12881,0,50.3,1.33,3.71,30.5,59.0,24.7,0.14,3.8,1446.84
29,11,8,Truck,10452,1,51.9,0.43,0.27,17.8,68.5,21.5,0.19,16.5,1667.97
64,48,0,Sedan,18157,0,45.2,2.82,1.67,37.1,37.2,25.1,0.24,45.5,1734.3
66,51,12,Sedan,13748,0,44.7,0.68,0.47,56.1,74.8,23.8,0.12,7.0,1206.26
59,42,2,SUV,9429,0,32.2,1.31,1.55,32.9,49.1,25.8,0.83,32.5,1471.26
55,36,18,Truck,13882,1,20.0,0.38,0.56,41.6,74.1,9.0,0.04,3.3,1380.67
35,20,10,Sports,10830,0,51.7,0.06,0.41,22.5,17.8,31.4,1.36,6.1,1512.75
62,47,15,Sports,4044,0,56.8,0.29,3.83,45.0,66.2,20.5,1.33,39.5,1582.72
52,34,5,Hatchback,15744,1,39.8,0.07,0.28,7.9,65.3,32.3,0.88,0.4,1296.86
47,30,2,SUV,16380,0,38.4,0.95,1.71,27.6,49.3,42.6,1.52,4.0,1452.18
41,24,18,Hatchback,19352,0,37.1,1.33,1.35,14.2,28.2,13.4,0.72,29.6,1439.91
59,40,5,Sports,13689,1,40.5,0.07,0.43,29.8,55.3,25.8,0.41,40.5,2154.98
47,29,7,Sports,11005,0,57.1,0.14,0.74,18.0,50.4,21.6,0.64,54.0,1923.02
31,12,12,Sedan,15340,0,33.8,1.0,0.19,36.0,43.9,28.2,0.0,7.8,1432.78
23,7,11,Hatchback,15399,1,52.7,2.41,3.05,42.0,68.9,8.1,0.58,9.8,1741.95
20,5,9,SUV,18553,1,39.0,1.48,4.13,18.5,59.1,22.1,0.02,20.4,2198.88
33,14,2,Truck,11821,0,21.1,0.17,1.58,17.1,4.3,18.5,1.09,13.6,1425.12
24,9,3,Sedan,11338,0,40.9,3.28,2.27,26.9,67.7,38.0,1.13,13.3,1813.47
69,51,0,SUV,9138,1,64.7,3.74,0.1,8.1,66.9,39.9,0.06,4.4,1472.75
31,15,12,Sedan,14150,0,36.8,0.59,0.58,37.9,43.0,22.7,0.57,7.2,1237.12
26,8,3,Sedan,5807,0,42.2,1.44,0.48,15.2,85.9,15.8,0.55,15.9,1030.14
32,16,10,Sedan,15104,1,45.1,1.02,1.0,43.5,44.0,18.3,0.34,2.8,1535.23
38,22,18,Sports,14351,0,47.4,4.27,0.24,49.9,32.5,25.3,0.01,10.7,1983.62
52,37,10,Sedan,14340,0,63.5,1.07,0.99,12.4,40.4,13.8,0.06,10.1,1147.29
19,1,11,Sedan,12553,0,35.5,4.83,1.27,19.9,49.0,29.2,0.54,23.1,1825.93
44,26,10,Sedan,18132,0,45.1,0.33,0.17,20.8,53.8,23.4,0.38,44.4,1337.08
19,0,5,SUV,15488,0,54.1,0.64,0.17,32.7,58.1,27.9,0.02,31.7,2173.78
52,34,11,Sedan,9572,0,36.4,2.28,0.04,27.0,37.1,28.2,0.36,21.2,1205.86
35,16,8,Sedan,9643,0,45.9,2.3,1.72,46.9,40.2,36.0,0.95,4.9,1624.66
31,14,9,SUV,8481,2,56.8,1.98,0.48,11.7,72.6,30.1,1.11,16.0,1775.78
37,20,2,Truck,14205,0,38.8,2.95,0.31,32.5,45.6,27.3,0.6,10.1,2097.78
35,18,2,Sedan,7999,0,42.9,1.82,1.81,5.6,24.5,27.0,0.54,26.0,1545.53
27,9,19,Sedan,16334,0,31.2,1.52,0.19,46.2,51.5,9.2,0.73,7.9,1576.77
42,24,15,Sedan,17292,0,56.4,0.92,0.67,28.0,48.7,26.4,0.07,23.0,1610.24
19,0,2,Hatchback,8484,0,46.9,0.94,1.64,22.7,44.8,29.9,0.11,20.7,1549.84
42,26,9,SUV,11258,0,39.9,0.78,1.02,23.9,40.4,24.0,0.33,5.1,1301.52
71,52,10,SUV,12066,0,41.3,1.45,0.97,56.8,50.8,38.3,0.3,41.8,1506.59
50,33,7,Sedan,15536,0,44.9,0.78,0.21,24.5,45.9,13.1,0.1,12.5,1243.54
53,34,5,SUV,18437,0,49.0,0.24,0.24,22.0,58.1,19.1,0.57,10.1,1352.07
48,32,19,Sedan,5258,0,37.2,0.17,1.05,18.9,77.7,19.9,0.68,4.6,850.73
31,13,10,Sedan,10727,0,38.1,3.87,0.03,9.4,11.6,25.1,0.16,32.5,1345.94
18,0,11,SUV,10936,0,41.8,0.04,2.44,14.8,44.6,19.8,0.19,7.0,1715.73
63,46,15,SUV,6397,0,46.8,0.17,0.52,21.9,54.7,15.1,0.15,1.3,741.07
33,16,17,Sedan,10060,0,64.3,0.88,0.65,44.5,60.6,22.2,0.16,14.2,1473.99
71,53,12,Truck,13711,0,35.4,0.46,0.36,35.1,26.6,33.1,0.23,31.4,1292.36
63,44,2,Hatchback,10885,0,25.2,0.78,2.51,23.5,77.7,31.0,0.29,25.4,882.67
69,53,14,SUV,5822,1,61.8,0.19,1.23,17.4,69.2,19.4,0.33,24.9,1285.52
20,2,13,SUV,23496,0,34.5,0.21,0.72,39.9,45.6,22.0,0.33,10.6,1805.28
52,33,17,Hatchback,13065,1,62.6,2.42,1.06,18.9,47.4,18.8,0.48,2.9,1303.05
58,43,13,Sports,12447,0,59.9,2.14,0.57,18.0,57.4,14.9,0.21,9.8,1662.59
23,6,4,SUV,7608,0,51.5,0.17,0.75,8.2,38.7,28.4,0.35,32.3,1613.29
42,26,13,Truck,13043,0,59.6,1.65,0.53,34.4,36.4,14.8,0.35,24.5,1566.3
30,14,7,Sedan,11343,0,23.0,1.41,0.63,25.5,26.0,30.3,0.05,9.1,1172.4
70,54,14,SUV,4446,0,28.8,1.87,0.45,26.9,72.5,39.5,0.5,31.2,1153.67
51,34,14,Sedan,7719,0,48.4,0.96,0.1,31.4,60.0,28.0,0.16,2.7,1016.75
25,6,18,Sedan,15180,0,40.4,0.47,0.05,48.3,62.0,30.0,0.02,4.8,1282.61
38,20,19,SUV,19776,0,35.6,1.63,0.23,41.0,44.1,29.8,0.52,32.8,1834.24
51,32,5,Sedan,13469,1,54.7,0.7,0.35,71.8,64.0,21.1,0.02,4.6,1366.93
21,3,18,Truck,16412,0,48.1,0.37,2.65,26.7,40.4,28.0,0.29,4.8,1936.73
42,26,7,SUV,11377,0,57.6,0.79,1.13,23.7,54.5,27.5,0.49,4.3,1478.98
32,13,5,SUV,11654,0,40.5,2.16,3.81,14.7,35.2,20.0,3.28,1.8,1794.99
21,5,19,Sedan,16364,0,44.8,0.97,0.5,54.1,60.5,4.9,0.36,19.6,1600.95
62,47,14,Sedan,18651,0,63.5,0.53,0.62,9.9,55.3,16.6,0.19,16.0,1153.65
29,13,2,SUV,17204,0,29.6,2.67,1.53,10.5,40.2,17.5,0.34,33.7,2002.95
49,33,9,Hatchback,7735,1,44.0,3.2,1.04,35.0,51.2,29.0,0.11,28.1,1562.77
49,31,14,Sedan,11732,0,34.5,0.85,0.9,18.8,32.0,13.2,0.29,38.5,1069.11
45,30,15,Sedan,13110,0,65.3,0.7,1.03,11.3,58.3,40.0,1.03,31.5,1478.4
30,14,16,Sports,10961,0,73.9,1.42,1.05,12.1,76.1,38.0,0.07,15.7,1838.29
48,32,18,Sedan,13551,0,47.5,0.09,1.74,20.9,58.4,33.4,0.38,36.2,1203.97
31,16,10,Sports,15282,1,50.9,1.76,1.32,7.1,55.7,20.9,0.48,5.8,1965.92
37,22,15,SUV,16011,1,43.8,2.29,3.78,21.9,87.7,8.4,0.19,22.8,1804.64
35,16,4,SUV,18743,0,43.3,0.76,3.55,25.9,57.3,31.7,0.67,20.2,1827.86
46,28,4,Sedan,10682,0,46.0,0.29,0.66,30.6,47.7,19.0,0.54,20.1,1411.21
23,8,13,Sedan,6544,0,28.8,0.04,0.04,26.5,40.6,31.3,0.31,14.1,1272.69
49,34,17,Sedan,13433,0,52.9,1.52,0.01,46.9,55.4,29.8,0.51,4.2,1201.45
46,29,7,Sports,19535,0,33.2,0.47,0.16,29.0,56.8,21.5,0.92,10.0,1833.22
60,45,4,Truck,10092,0,40.8,0.94,0.09,13.5,55.2,15.2,0.46,46.9,1327.8
19,1,6,Truck,14747,1,45.4,0.73,0.56,12.1,66.9,26.5,0.42,18.2,2020.23
40,24,15,Truck,14783,0,35.9,0.29,0.07,15.8,18.9,12.4,0.49,14.0,1300.93
36,20,13,Sedan,12766,0,52.2,1.07,1.18,44.6,55.8,27.2,0.56,4.8,1231.7
